Date,Month,Day,YearShort,Outflow,Inflow,Year,waterYear
9/27/15,9,27,15,1524.58,2002.02,2015,2015
9/26/15,9,26,15,1412.15,1583.06,2015,2015
9/25/15,9,25,15,1412.15,1628.44,2015,2015
9/24/15,9,24,15,1381.9,1402.57,2015,2015
9/23/15,9,23,15,1412.15,1449.46,2015,2015
9/22/15,9,22,15,1412.15,1499.37,2015,2015
9/21/15,9,21,15,1412.15,1592.64,2015,2015
9/20/15,9,20,15,1412.15,1503.41,2015,2015
9/19/15,9,19,15,1412.15,1559.87,2015,2015
9/18/15,9,18,15,1412.15,1693.98,2015,2015
9/17/15,9,17,15,1383.92,1261.41,2015,2015
9/16/15,9,16,15,1412.15,1301.24,2015,2015
9/15/15,9,15,15,1423.24,974.04,2015,2015
9/14/15,9,14,15,1612.3,1767.08,2015,2015
9/13/15,9,13,15,1612.3,1294.18,2015,2015
9/12/15,9,12,15,1328.97,670.53,2015,2015
9/11/15,9,11,15,1735.82,1502.4,2015,2015
9/10/15,9,10,15,1276.53,1654.65,2015,2015
9/9/15,9,9,15,1638.02,1599.7,2015,2015
9/8/15,9,8,15,1612.3,1781.7,2015,2015
9/7/15,9,7,15,2211.25,1047.14,2015,2015
9/6/15,9,6,15,2234.94,2061.01,2015,2015
9/5/15,9,5,15,2235.45,487.02,2015,2015
9/4/15,9,4,15,2236.96,1473.16,2015,2015
9/3/15,9,3,15,2233.43,1106.13,2015,2015
9/2/15,9,2,15,2237.97,1425.26,2015,2015
9/1/15,9,1,15,1530.13,575.75,2015,2015
8/31/15,8,31,15,1531.13,1248.8,2015,2015
8/30/15,8,30,15,2233.93,955.38,2015,2015
8/29/15,8,29,15,2234.44,1195.36,2015,2015
8/28/15,8,28,15,2200.66,944.8,2015,2015
8/27/15,8,27,15,2157.3,2560.13,2015,2015
8/26/15,8,26,15,2131.59,2291.91,2015,2015
8/25/15,8,25,15,2165.87,1070.33,2015,2015
8/24/15,8,24,15,2176.96,1351.15,2015,2015
8/23/15,8,23,15,2166.88,2042.35,2015,2015
8/22/15,8,22,15,2152.76,635.75,2015,2015
8/21/15,8,21,15,2165.37,1859.85,2015,2015
8/20/15,8,20,15,2168.9,1173.18,2015,2015
8/19/15,8,19,15,2123.02,965.97,2015,2015
8/18/15,8,18,15,2110.41,1777.16,2015,2015
8/17/15,8,17,15,2353.92,1231.16,2015,2015
8/16/15,8,16,15,2725.99,1581.55,2015,2015
8/15/15,8,15,15,2722.46,2135.62,2015,2015
8/14/15,8,14,15,2701.79,542.48,2015,2015
8/13/15,8,13,15,2691.71,1492.31,2015,2015
8/12/15,8,12,15,3023.95,1168.64,2015,2015
8/11/15,8,11,15,3022.44,1296.19,2015,2015
8/10/15,8,10,15,2889.84,1484.25,2015,2015
8/9/15,8,9,15,2727.51,772.37,2015,2015
8/8/15,8,8,15,2792.04,1508.95,2015,2015
8/7/15,8,7,15,2953.37,1785.73,2015,2015
8/6/15,8,6,15,3292.67,1074.36,2015,2015
8/5/15,8,5,15,3817,708.34,2015,2015
8/4/15,8,4,15,4179.49,1676.84,2015,2015
8/3/15,8,3,15,4326.2,894.38,2015,2015
8/2/15,8,2,15,4471.9,1324.43,2015,2015
8/1/15,8,1,15,4453.25,1220.07,2015,2015
7/31/15,7,31,15,4418.96,1292.16,2015,2015
7/30/15,7,30,15,4706.84,1525.08,2015,2015
7/29/15,7,29,15,4625.67,1475.17,2015,2015
7/28/15,7,28,15,4614.07,1215.53,2015,2015
7/27/15,7,27,15,5039.58,1416.69,2015,2015
7/26/15,7,26,15,4984.13,950.85,2015,2015
7/25/15,7,25,15,4956.9,565.67,2015,2015
7/24/15,7,24,15,5189.32,-541.97,2015,2015
7/23/15,7,23,15,4637.77,1662.21,2015,2015
7/22/15,7,22,15,4575.76,901.44,2015,2015
7/21/15,7,21,15,4414.93,1312.83,2015,2015
7/20/15,7,20,15,4236.96,1240.23,2015,2015
7/19/15,7,19,15,4078.65,881.27,2015,2015
7/18/15,7,18,15,4069.58,975.55,2015,2015
7/17/15,7,17,15,4298.97,46.38,2015,2015
7/16/15,7,16,15,3686.92,946.81,2015,2015
7/15/15,7,15,15,5111.68,1215.53,2015,2015
7/14/15,7,14,15,5103.61,1226.12,2015,2015
7/13/15,7,13,15,5067.82,973.03,2015,2015
7/12/15,7,12,15,5085.97,1101.59,2015,2015
7/11/15,7,11,15,4636.76,954.88,2015,2015
7/10/15,7,10,15,4594.91,1372.32,2015,2015
7/9/15,7,9,15,4887.33,829.85,2015,2015
7/8/15,7,8,15,4605,510.21,2015,2015
7/7/15,7,7,15,4464.84,114.95,2015,2015
7/6/15,7,6,15,4966.98,1789.77,2015,2015
7/5/15,7,5,15,4599.96,1177.21,2015,2015
7/4/15,7,4,15,4484,926.65,2015,2015
7/3/15,7,3,15,5391.49,1411.14,2015,2015
7/2/15,7,2,15,5495.85,1007.82,2015,2015
7/1/15,7,1,15,5345.1,971.01,2015,2015
6/30/15,6,30,15,5631.47,1302.75,2015,2015
6/29/15,6,29,15,5026.48,1097.05,2015,2015
6/28/15,6,28,15,4622.14,1141.92,2015,2015
6/27/15,6,27,15,4662.98,1044.62,2015,2015
6/26/15,6,26,15,4806.16,829.85,2015,2015
6/25/15,6,25,15,4828.84,1467.11,2015,2015
6/24/15,6,24,15,2697.76,1282.58,2015,2015
6/23/15,6,23,15,4705.33,476.93,2015,2015
6/22/15,6,22,15,4759.77,820.27,2015,2015
6/21/15,6,21,15,4677.09,1650.62,2015,2015
6/20/15,6,20,15,4209.23,1054.7,2015,2015
6/19/15,6,19,15,4211.25,1272.5,2015,2015
6/18/15,6,18,15,4300.99,1554.83,2015,2015
6/17/15,6,17,15,3900.69,1156.54,2015,2015
6/16/15,6,16,15,3892.11,1160.07,2015,2015
6/15/15,6,15,15,3195.37,1220.57,2015,2015
6/14/15,6,14,15,3238.72,1291.66,2015,2015
6/13/15,6,13,15,3166.63,1521.05,2015,2015
6/12/15,6,12,15,3191.84,1196.88,2015,2015
6/11/15,6,11,15,2907.49,958.41,2015,2015
6/10/15,6,10,15,3169.15,1129.82,2015,2015
6/9/15,6,9,15,3551.81,356.95,2015,2015
6/8/15,6,8,15,3449.46,1743.89,2015,2015
6/7/15,6,7,15,2926.15,1059.74,2015,2015
6/6/15,6,6,15,3456.02,1055.21,2015,2015
6/5/15,6,5,15,3498.37,1088.99,2015,2015
6/4/15,6,4,15,3649.11,884.3,2015,2015
6/3/15,6,3,15,3487.78,1159.06,2015,2015
6/2/15,6,2,15,2935.72,764.31,2015,2015
6/1/15,6,1,15,2917.07,212.25,2015,2015
5/31/15,5,31,15,2878.15,530.78,2015,2015
5/30/15,5,30,15,2872.1,653.79,2015,2015
5/29/15,5,29,15,2462.92,741.72,2015,2015
5/28/15,5,28,15,2336.18,651.78,2015,2015
5/27/15,5,27,15,2580.69,1659.59,2015,2015
5/26/15,5,26,15,3024.86,1009.23,2015,2015
5/25/15,5,25,15,3190.22,658.33,2015,2015
5/24/15,5,24,15,2992.59,1136.28,2015,2015
5/23/15,5,23,15,3621.78,669.93,2015,2015
5/22/15,5,22,15,4102.25,-179.58,2015,2015
5/21/15,5,21,15,4189.97,1241.65,2015,2015
5/20/15,5,20,15,4932.6,533.8,2015,2015
5/19/15,5,19,15,4056.88,899.83,2015,2015
5/18/15,5,18,15,4592.7,637.56,2015,2015
5/17/15,5,17,15,4579.08,358.26,2015,2015
5/16/15,5,16,15,4510.01,972.83,2015,2015
5/15/15,5,15,15,4490.85,204.99,2015,2015
5/14/15,5,14,15,5525.9,2076.43,2015,2015
5/13/15,5,13,15,5409.94,-1045.83,2015,2015
5/12/15,5,12,15,6292.72,2683.44,2015,2015
5/11/15,5,11,15,6341.63,1061.56,2015,2015
5/10/15,5,10,15,5925.69,1017.19,2015,2015
5/9/15,5,9,15,6296.35,1080.31,2015,2015
5/8/15,5,8,15,5828.49,877.14,2015,2015
5/7/15,5,7,15,5866.31,557,2015,2015
5/6/15,5,6,15,4505.58,893.27,2015,2015
5/5/15,5,5,15,3163.5,746.06,2015,2015
5/4/15,5,4,15,4237.87,545.4,2015,2015
5/3/15,5,3,15,4284.75,976.46,2015,2015
5/2/15,5,2,15,4270.64,712.28,2015,2015
5/1/15,5,1,15,3524.48,1080.82,2015,2015
4/30/15,4,30,15,3202.93,1219.56,2015,2015
4/29/15,4,29,15,2810.89,1111.87,2015,2015
4/28/15,4,28,15,2802.12,1121.25,2015,2015
4/27/15,4,27,15,2958.92,1688.94,2015,2015
4/26/15,4,26,15,2630.2,1103.1,2015,2015
4/25/15,4,25,15,2694.74,2105.37,2015,2015
4/24/15,4,24,15,2130.58,840.94,2015,2015
4/23/15,4,23,15,1653.65,1959.17,2015,2015
4/22/15,4,22,15,1742.38,1110.16,2015,2015
4/21/15,4,21,15,1791.28,1156.54,2015,2015
4/20/15,4,20,15,1752.96,994.71,2015,2015
4/19/15,4,19,15,1836.66,888.33,2015,2015
4/18/15,4,18,15,1751.45,156.79,2015,2015
4/17/15,4,17,15,508.19,1143.94,2015,2015
4/16/15,4,16,15,516.76,1398.04,2015,2015
4/15/15,4,15,15,432.57,1403.58,2015,2015
4/14/15,4,14,15,454.75,1378.88,2015,2015
4/13/15,4,13,15,542.98,1242.25,2015,2015
4/12/15,4,12,15,548.53,1825.06,2015,2015
4/11/15,4,11,15,537.94,1219.56,2015,2015
4/10/15,4,10,15,553.06,1380.89,2015,2015
4/9/15,4,9,15,786.99,1792.79,2015,2015
4/8/15,4,8,15,786.99,1413.67,2015,2015
4/7/15,4,7,15,834.39,1917.32,2015,2015
4/6/15,4,6,15,580.29,1431.31,2015,2015
4/5/15,4,5,15,1286.11,2100.33,2015,2015
4/4/15,4,4,15,1540.21,903.46,2015,2015
4/3/15,4,3,15,1835.14,634.74,2015,2015
4/2/15,4,2,15,773.38,1666.25,2015,2015
4/1/15,4,1,15,788.51,1073.36,2015,2015
3/31/15,3,31,15,780.39,1603.18,2015,2015
3/30/15,3,30,15,1123.77,1380.89,2015,2015
3/29/15,3,29,15,1108.09,1604.19,2015,2015
3/28/15,3,28,15,1085.91,1680.82,2015,2015
3/27/15,3,27,15,1083.89,1781.65,2015,2015
3/26/15,3,26,15,1008.32,1847.75,2015,2015
3/25/15,3,25,15,1101.79,1677.04,2015,2015
3/24/15,3,24,15,1116.41,2034.99,2015,2015
3/23/15,3,23,15,1104.31,1964.91,2015,2015
3/22/15,3,22,15,1187.4,1681.47,2015,2015
3/21/15,3,21,15,1174.19,1668.27,2015,2015
3/20/15,3,20,15,1165.62,1580.54,2015,2015
3/19/15,3,19,15,1188.41,1978.43,2015,2015
3/18/15,3,18,15,1184.07,1963,2015,2015
3/17/15,3,17,15,1189.62,1689.74,2015,2015
3/16/15,3,16,15,1347.92,1743.18,2015,2015
3/15/15,3,15,15,1345.81,1727.96,2015,2015
3/14/15,3,14,15,1362.44,1792.99,2015,2015
3/13/15,3,13,15,750.39,2067.76,2015,2015
3/12/15,3,12,15,522.51,1718.88,2015,2015
3/11/15,3,11,15,521.4,1919.44,2015,2015
3/10/15,3,10,15,527.45,1889.19,2015,2015
3/9/15,3,9,15,495.19,1949.18,2015,2015
3/8/15,3,8,15,437.81,1742.07,2015,2015
3/7/15,3,7,15,501.34,2290.1,2015,2015
3/6/15,3,6,15,534.01,1883.64,2015,2015
3/5/15,3,5,15,536.53,1979.43,2015,2015
3/4/15,3,4,15,532.49,2469.98,2015,2015
3/3/15,3,3,15,549.53,2069.07,2015,2015
3/2/15,3,2,15,538.04,2382.26,2015,2015
3/1/15,3,1,15,644.32,2591.89,2015,2015
2/28/15,2,28,15,631.21,2343.34,2015,2015
2/27/15,2,27,15,642.8,2600.96,2015,2015
2/26/15,2,26,15,640.94,2354.07,2015,2015
2/25/15,2,25,15,622.13,2668.01,2015,2015
2/24/15,2,24,15,634.23,2751.2,2015,2015
2/23/15,2,23,15,653.9,3609.28,2015,2015
2/22/15,2,22,15,480.97,1873.96,2015,2015
2/21/15,2,21,15,470.89,3241.75,2015,2015
2/20/15,2,20,15,459.79,3177.22,2015,2015
2/19/15,2,19,15,432.07,3521.56,2015,2015
2/18/15,2,18,15,888.33,3448.45,2015,2015
2/17/15,2,17,15,764.31,4131.09,2015,2015
2/16/15,2,16,15,759.27,4115.96,2015,2015
2/15/15,2,15,15,420.47,5031.01,2015,2015
2/14/15,2,14,15,420.97,5526.6,2015,2015
2/13/15,2,13,15,785.48,6703.31,2015,2015
2/12/15,2,12,15,781.45,8374.1,2015,2015
2/11/15,2,11,15,426.52,10715.92,2015,2015
2/10/15,2,10,15,408.37,16341.34,2015,2015
2/9/15,2,9,15,289.39,27933.99,2015,2015
2/8/15,2,8,15,764.81,12903.97,2015,2015
2/7/15,2,7,15,791.53,19048.17,2015,2015
2/6/15,2,6,15,703.81,4331.74,2015,2015
2/5/15,2,5,15,803.63,2006.56,2015,2015
2/4/15,2,4,15,732.04,2225.36,2015,2015
2/3/15,2,3,15,945.8,1683.89,2015,2015
2/2/15,2,2,15,951.35,1694.48,2015,2015
2/1/15,2,1,15,966.47,1612.81,2015,2015
1/31/15,1,31,15,964.96,1316.87,2015,2015
1/30/15,1,30,15,916.82,1524.83,2015,2015
1/29/15,1,29,15,716.41,2434.08,2015,2015
1/28/15,1,28,15,554.58,2079.66,2015,2015
1/27/15,1,27,15,555.08,1788.26,2015,2015
1/26/15,1,26,15,555.58,2202.17,2015,2015
1/25/15,1,25,15,554.58,1947.57,2015,2015
1/24/15,1,24,15,557.1,1779.69,2015,2015
1/23/15,1,23,15,555.58,2109.91,2015,2015
1/22/15,1,22,15,557.6,2073.11,2015,2015
1/21/15,1,21,15,557.1,2108.9,2015,2015
1/20/15,1,20,15,557.1,2357.45,2015,2015
1/19/15,1,19,15,557.6,2604.49,2015,2015
1/18/15,1,18,15,558.1,2227.38,2015,2015
1/17/15,1,17,15,558.1,1721.2,2015,2015
1/16/15,1,16,15,558.61,2181.5,2015,2015
1/15/15,1,15,15,558.1,2058.99,2015,2015
1/14/15,1,14,15,560.12,2087.73,2015,2015
1/13/15,1,13,15,651.88,2156.29,2015,2015
1/12/15,1,12,15,654.4,2169.4,2015,2015
1/11/15,1,11,15,654.4,1771.11,2015,2015
1/10/15,1,10,15,653.9,2386.69,2015,2015
1/9/15,1,9,15,627.17,2112.94,2015,2015
1/8/15,1,8,15,136.12,2316.11,2015,2015
1/7/15,1,7,15,655.41,2256.62,2015,2015
1/6/15,1,6,15,660.95,2462.82,2015,2015
1/5/15,1,5,15,653.9,2654.4,2015,2015
1/4/15,1,4,15,664.48,2543.49,2015,2015
1/3/15,1,3,15,656.92,2736.08,2015,2015
1/2/15,1,2,15,663.47,2990.68,2015,2015
1/1/15,1,1,15,656.92,3069.83,2015,2015
12/31/14,12,31,14,598.24,3014.17,2014,2015
12/30/14,12,30,14,0.3,4787.81,2014,2015
12/29/14,12,29,14,473.71,3863.18,2014,2015
12/28/14,12,28,14,600.25,4316.92,2014,2015
12/27/14,12,27,14,600.25,4857.88,2014,2015
12/26/14,12,26,14,600.25,5762.85,2014,2015
12/25/14,12,25,14,600.25,4495.39,2014,2015
12/24/14,12,24,14,596.22,7762.35,2014,2015
12/23/14,12,23,14,600.25,6044.68,2014,2015
12/22/14,12,22,14,600.25,9918.14,2014,2015
12/21/14,12,21,14,112.68,9546.52,2014,2015
12/20/14,12,20,14,0.25,10490.81,2014,2015
12/19/14,12,19,14,474.67,8686.42,2014,2015
12/18/14,12,18,14,577.52,6463.08,2014,2015
12/17/14,12,17,14,600.35,7187.2,2014,2015
12/16/14,12,16,14,601.97,8578.28,2014,2015
12/15/14,12,15,14,600.96,5306.79,2014,2015
12/14/14,12,14,14,600.46,6780.95,2014,2015
12/13/14,12,13,14,69.17,9597.29,2014,2015
12/12/14,12,12,14,57.58,18708.47,2014,2015
12/11/14,12,11,14,0.5,20901.46,2014,2015
12/10/14,12,10,14,1.31,3080.22,2014,2015
12/9/14,12,9,14,453.14,4254,2014,2015
12/8/14,12,8,14,603.13,3791.94,2014,2015
12/7/14,12,7,14,603.03,7516.57,2014,2015
12/6/14,12,6,14,602.77,11347.94,2014,2015
12/5/14,12,5,14,144.29,8953.48,2014,2015
12/4/14,12,4,14,440.54,17640.96,2014,2015
12/3/14,12,3,14,602.47,5562.9,2014,2015
12/2/14,12,2,14,602.37,3029.9,2014,2015
12/1/14,12,1,14,602.37,2612.96,2014,2015
11/30/14,11,30,14,621.13,2435.09,2014,2015
11/29/14,11,29,14,601.66,1245.98,2014,2015
11/28/14,11,28,14,815.03,788.81,2014,2015
11/27/14,11,27,14,1166.93,1173.48,2014,2015
11/26/14,11,26,14,880.16,1346.51,2014,2015
11/25/14,11,25,14,1172.57,1110.06,2014,2015
11/24/14,11,24,14,1173.08,1448.85,2014,2015
11/23/14,11,23,14,1173.58,2072.5,2014,2015
11/22/14,11,22,14,1257.27,2975.45,2014,2015
11/21/14,11,21,14,1505.93,936.73,2014,2015
11/20/14,11,20,14,1630.45,1300.73,2014,2015
11/19/14,11,19,14,1679.86,373.58,2014,2015
11/18/14,11,18,14,844.97,320.65,2014,2015
11/17/14,11,17,14,828.34,458.28,2014,2015
11/16/14,11,16,14,1610.89,552.16,2014,2015
11/15/14,11,15,14,1609.98,606.71,2014,2015
11/14/14,11,14,14,1611.75,934.16,2014,2015
11/13/14,11,13,14,1637.66,290.55,2014,2015
11/12/14,11,12,14,1967.58,842.8,2014,2015
11/11/14,11,11,14,2208.98,431.81,2014,2015
11/10/14,11,10,14,2189.31,141.92,2014,2015
11/9/14,11,9,14,2153.42,802.27,2014,2015
11/8/14,11,8,14,2305.68,514.9,2014,2015
11/7/14,11,7,14,2303.66,-564,2014,2015
11/6/14,11,6,14,2336.43,2214.42,2014,2015
11/5/14,11,5,14,2441.6,-202.72,2014,2015
11/4/14,11,4,14,2528.31,1036.5,2014,2015
11/3/14,11,3,14,2559.67,798.64,2014,2015
11/2/14,11,2,14,2553.72,684.3,2014,2015
11/1/14,11,1,14,2510.87,1049.31,2014,2015
10/31/14,10,31,14,2513.39,-584.17,2014,2015
10/30/14,10,30,14,2514.4,282.48,2014,2015
10/29/14,10,29,14,2799.75,261.81,2014,2015
10/28/14,10,28,14,3007.97,1319.54,2014,2015
10/27/14,10,27,14,3006.46,675.73,2014,2015
10/26/14,10,26,14,3006.46,688.83,2014,2015
10/25/14,10,25,14,3010.59,652.64,2014,2015
10/24/14,10,24,14,2982.86,-855.81,2014,2015
10/23/14,10,23,14,2980.34,281.07,2014,2015
10/22/14,10,22,14,2770.21,206.55,2014,2015
10/21/14,10,21,14,2958.86,962.9,2014,2015
10/20/14,10,20,14,3052.03,298.31,2014,2015
10/19/14,10,19,14,3329.98,1161.58,2014,2015
10/18/14,10,18,14,3597.69,1089.49,2014,2015
10/17/14,10,17,14,3342.68,1092.11,2014,2015
10/16/14,10,16,14,2961.64,679.81,2014,2015
10/15/14,10,15,14,3491.56,1589.36,2014,2015
10/14/14,10,14,14,3375,339.45,2014,2015
10/13/14,10,13,14,3009.99,1262.57,2014,2015
10/12/14,10,12,14,3024.1,1417.85,2014,2015
10/11/14,10,11,14,3022.59,1277.19,2014,2015
10/10/14,10,10,14,2858.74,1118.88,2014,2015
10/9/14,10,9,14,2667.66,1402.22,2014,2015
10/8/14,10,8,14,2515.05,166.17,2014,2015
10/7/14,10,7,14,2671.95,1165.52,2014,2015
10/6/14,10,6,14,2434.49,700.18,2014,2015
10/5/14,10,5,14,2321.56,1556.74,2014,2015
10/4/14,10,4,14,2322.06,796.47,2014,2015
10/3/14,10,3,14,1229.55,1471.04,2014,2015
10/2/14,10,2,14,1345,1571.87,2014,2015
10/1/14,10,1,14,2222.24,2151.15,2014,2015
9/30/14,9,30,14,2079.05,1119.13,2014,2014
9/29/14,9,29,14,2064.94,992.59,2014,2014
9/28/14,9,28,14,2055.86,2102.25,2014,2014
9/27/14,9,27,14,2039.23,1080.82,2014,2014
9/26/14,9,26,14,1951,1727.15,2014,2014
9/25/14,9,25,14,785.98,1881.53,2014,2014
9/24/14,9,24,14,1860.85,1297.71,2014,2014
9/23/14,9,23,14,1865.9,1736.83,2014,2014
9/22/14,9,22,14,1848.25,1758.51,2014,2014
9/21/14,9,21,14,1855.31,1636,2014,2014
9/20/14,9,20,14,1854.81,1705.57,2014,2014
9/19/14,9,19,14,1855.81,1654.65,2014,2014
9/18/14,9,18,14,1841.19,1751.45,2014,2014
9/17/14,9,17,14,1858.33,919.08,2014,2014
9/16/14,9,16,14,1860.85,2739.1,2014,2014
9/15/14,9,15,14,1857.83,827.83,2014,2014
9/14/14,9,14,14,1861.36,1282.08,2014,2014
9/13/14,9,13,14,1860.35,1814.98,2014,2014
9/12/14,9,12,14,1861.36,1058.74,2014,2014
9/11/14,9,11,14,1741.37,2178.48,2014,2014
9/10/14,9,10,14,1967.23,917.57,2014,2014
9/9/14,9,9,14,1964.71,1339.05,2014,2014
9/8/14,9,8,14,2172.93,2390.22,2014,2014
9/7/14,9,7,14,2174.95,1442.4,2014,2014
9/6/14,9,6,14,2244.02,1382.41,2014,2014
9/5/14,9,5,14,2429.55,1568.95,2014,2014
9/4/14,9,4,14,2447.19,1615.83,2014,2014
9/3/14,9,3,14,664.48,1765.57,2014,2014
9/2/14,9,2,14,2325.19,874.21,2014,2014
9/1/14,9,1,14,2329.22,2660.45,2014,2014
8/31/14,8,31,14,2504.67,1923.37,2014,2014
8/30/14,8,30,14,2615.58,1295.69,2014,2014
8/29/14,8,29,14,2673.06,1350.65,2014,2014
8/28/14,8,28,14,2822.29,1669.78,2014,2014
8/27/14,8,27,14,2820.77,1650.12,2014,2014
8/26/14,8,26,14,2723.47,1513.49,2014,2014
8/25/14,8,25,14,2787,1113.19,2014,2014
8/24/14,8,24,14,2807.67,419.96,2014,2014
8/23/14,8,23,14,2808.17,56.47,2014,2014
8/22/14,8,22,14,2910.01,412.4,2014,2014
8/21/14,8,21,14,2892.37,193.6,2014,2014
8/20/14,8,20,14,2990.17,861.61,2014,2014
8/19/14,8,19,14,3061.26,224.35,2014,2014
8/18/14,8,18,14,3154.02,286.87,2014,2014
8/17/14,8,17,14,3174.19,140.16,2014,2014
8/16/14,8,16,14,3216.04,389.21,2014,2014
8/15/14,8,15,14,3250.82,156.79,2014,2014
8/14/14,8,14,14,3463.58,813.21,2014,2014
8/13/14,8,13,14,3459.55,925.64,2014,2014
8/12/14,8,12,14,3488.28,1357.7,2014,2014
8/11/14,8,11,14,3664.74,1365.27,2014,2014
8/10/14,8,10,14,3822.54,1061.26,2014,2014
8/9/14,8,9,14,4173.94,777.41,2014,2014
8/8/14,8,8,14,4155.79,2244.52,2014,2014
8/7/14,8,7,14,4250.57,1553.32,2014,2014
8/6/14,8,6,14,4327.21,1333,2014,2014
8/5/14,8,5,14,4323.68,48.9,2014,2014
8/4/14,8,4,14,4234.44,1356.69,2014,2014
8/3/14,8,3,14,4185.03,1517.02,2014,2014
8/2/14,8,2,14,3939,963.45,2014,2014
8/1/14,8,1,14,4290.91,1796.32,2014,2014
7/31/14,7,31,14,4392.75,1689.94,2014,2014
7/30/14,7,30,14,4594.91,1352.16,2014,2014
7/29/14,7,29,14,3461.56,1662.72,2014,2014
7/28/14,7,28,14,4570.71,1569.45,2014,2014
7/27/14,7,27,14,6314.6,1267.96,2014,2014
7/26/14,7,26,14,4938.75,1639.53,2014,2014
7/25/14,7,25,14,6764.31,1120.24,2014,2014
7/24/14,7,24,14,6243.01,1509.96,2014,2014
7/23/14,7,23,14,3404.59,1364.76,2014,2014
7/22/14,7,22,14,3979.84,1060.75,2014,2014
7/21/14,7,21,14,3322.92,1120.75,2014,2014
7/20/14,7,20,14,7309.81,397.28,2014,2014
7/19/14,7,19,14,7772.13,1099.57,2014,2014
7/18/14,7,18,14,3541.22,1265.95,2014,2014
7/17/14,7,17,14,4357.46,1262.42,2014,2014
7/16/14,7,16,14,2512.73,1582.05,2014,2014
7/15/14,7,15,14,4589.37,1203.43,2014,2014
7/14/14,7,14,14,5153.52,1009.83,2014,2014
7/13/14,7,13,14,7077.4,1080.42,2014,2014
7/12/14,7,12,14,8818.26,658.43,2014,2014
7/11/14,7,11,14,7244.78,695.74,2014,2014
7/10/14,7,10,14,4992.19,871.19,2014,2014
7/9/14,7,9,14,3485.76,1590.63,2014,2014
7/8/14,7,8,14,2421.48,1468.62,2014,2014
7/7/14,7,7,14,5299.23,1093.52,2014,2014
7/6/14,7,6,14,6100.34,1666.25,2014,2014
7/5/14,7,5,14,8985.64,1776.66,2014,2014
7/4/14,7,4,14,8916.07,1612.81,2014,2014
7/3/14,7,3,14,7038.58,1640.54,2014,2014
7/2/14,7,2,14,7032.02,1706.08,2014,2014
7/1/14,7,1,14,3351.66,1546.26,2014,2014
6/30/14,6,30,14,3947.57,1719.19,2014,2014
6/29/14,6,29,14,8084.21,1586.09,2014,2014
6/28/14,6,28,14,8228.4,1688.43,2014,2014
6/27/14,6,27,14,4372.08,1765.06,2014,2014
6/26/14,6,26,14,3699.53,1114.7,2014,2014
6/25/14,6,25,14,3549.29,1244.27,2014,2014
6/24/14,6,24,14,6125.54,1265.44,2014,2014
6/23/14,6,23,14,5944.05,1060.25,2014,2014
6/22/14,6,22,14,6531.9,593.4,2014,2014
6/21/14,6,21,14,6583.83,1068.82,2014,2014
6/20/14,6,20,14,2474.42,1676.33,2014,2014
6/19/14,6,19,14,5750.45,1126.8,2014,2014
6/18/14,6,18,14,4976.06,1064.79,2014,2014
6/17/14,6,17,14,5139.41,678.6,2014,2014
6/16/14,6,16,14,6206.71,315.6,2014,2014
6/15/14,6,15,14,6790.03,1129.32,2014,2014
6/14/14,6,14,14,6711.38,1022.94,2014,2014
6/13/14,6,13,14,4623.15,1622.39,2014,2014
6/12/14,6,12,14,4788.01,659.44,2014,2014
6/11/14,6,11,14,4276.79,537.43,2014,2014
6/10/14,6,10,14,4068.57,1596.68,2014,2014
6/9/14,6,9,14,4053.45,2287.88,2014,2014
6/8/14,6,8,14,1953.12,1791.79,2014,2014
6/7/14,6,7,14,4318.13,1927.4,2014,2014
6/6/14,6,6,14,4198.65,1551.3,2014,2014
6/5/14,6,5,14,4339.81,1791.79,2014,2014
6/4/14,6,4,14,4371.07,2322.16,2014,2014
6/3/14,6,3,14,4203.18,412.4,2014,2014
6/2/14,6,2,14,3775.65,958.41,2014,2014
6/1/14,6,1,14,3810.95,1223.09,2014,2014
5/31/14,5,31,14,3818.51,983.62,2014,2014
5/30/14,5,30,14,3829.6,350.89,2014,2014
5/29/14,5,29,14,2609.03,392.74,2014,2014
5/28/14,5,28,14,3213.01,1750.44,2014,2014
5/27/14,5,27,14,3297.71,1455.01,2014,2014
5/26/14,5,26,14,3679.36,1241.24,2014,2014
5/25/14,5,25,14,3886.06,1394,2014,2014
5/24/14,5,24,14,4643.31,1561.89,2014,2014
5/23/14,5,23,14,2723.98,1594.66,2014,2014
5/22/14,5,22,14,2724.99,1282.08,2014,2014
5/21/14,5,21,14,4120.5,1279.56,2014,2014
5/20/14,5,20,14,4361.49,1484.25,2014,2014
5/19/14,5,19,14,4798.09,1120.75,2014,2014
5/18/14,5,18,14,4598.44,1465.59,2014,2014
5/17/14,5,17,14,4763.81,1722.71,2014,2014
5/16/14,5,16,14,4280.32,1703.56,2014,2014
5/15/14,5,15,14,3557.86,1281.07,2014,2014
5/14/14,5,14,14,7004.29,1685.41,2014,2014
5/13/14,5,13,14,3585.08,1558.36,2014,2014
5/12/14,5,12,14,3219.06,1604.24,2014,2014
5/11/14,5,11,14,4455.26,1408.12,2014,2014
5/10/14,5,10,14,4352.41,1183.26,2014,2014
5/9/14,5,9,14,963.45,2766.33,2014,2014
5/8/14,5,8,14,4066.55,655.41,2014,2014
